ABS_TIME,CMD,ACT_TO_ACT,PRE_TO_ACT,CMD_TO_PRE,ACT_TO_PRE,RD_16,RD_32,WR_16,WR_32,CMD_UTIL,OPEN_rdutil,OPEN_wrutil,OPENRD_distutil,OPENWR_distutil,Z_act2act
8119284400,ACTV,0,194900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8119302200,ACTV,1981200,44400,0,0,0,0,0,0,0,0,0,0,0,-0.19230349329527102
8119315400,PREpb,0,0,75300,1701800,0,0,1,8,12,0.0,0.265625,0,10.375,-0.21946599565125405
8119492600,ACTV,0,177200,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8120299300,PREpb,0,0,57700,997100,0,0,2,3,58,0.0,0.125,0,6.5,-0.21946599565125405
8120325900,ACTV,1023700,26600,0,0,0,0,0,0,0,0,0,0,0,-0.20543093929055356
8120392400,PREpb,0,0,620600,1892300,0,0,4,8,12,0.0,0.3125,0,8.545454545454545,-0.21946599565125405
8120671500,ACTV,2171400,279100,0,0,0,0,0,0,0,0,0,0,0,-0.18969582726049009
8120782200,PREpb,0,0,199300,1497800,0,0,3,5,26,0.0,0.203125,0,10.285714285714286,-0.21946599565125405
8120808800,ACTV,1524400,26600,0,0,0,0,0,0,0,0,0,0,0,-0.1985662790191823
8120822100,PREpb,0,0,961600,1329500,0,0,1,2,8,0.0,0.078125,0,7.0,-0.21946599565125405
8121544700,PREpb,0,0,70900,1218800,0,0,0,10,54,0.0,0.3125,0,5.0,-0.21946599565125405
8121571300,ACTV,1245400,26600,0,0,0,0,0,0,0,0,0,0,0,-0.20239140427524896
8121633400,PREpb,0,0,638400,2575000,0,0,4,9,8,0.0,0.34375,0,8.833333333333334,-0.21946599565125405
8121668800,ACTV,2610400,35400,0,0,0,0,0,0,0,0,0,0,0,-0.18367708178589057
8121753000,PREpb,0,0,57600,944200,0,0,4,4,14,0.0,0.1875,0,7.142857142857143,-0.21946599565125405
8121779600,ACTV,970800,26600,0,0,0,0,0,0,0,0,0,0,0,-0.20615620497530598
8121899400,PREpb,0,0,620600,101522900,0,0,3,5,16,0.03125,0.421875,0,8.95,-0.21946599565125405
8121934800,PREpb,0,0,75400,363500,0,1,0,2,6,0.03125,0.0625,0,1.0,-0.21946599565125405
8121961400,ACTV,390100,26600,0,0,0,0,0,0,0,0,0,0,0,-0.21411767535594364
8122590700,PREpb,0,0,57600,629300,0,0,3,3,52,0.0,0.140625,0,4.6,-0.21946599565125405
8122617400,ACTV,656000,26700,0,0,0,0,0,0,0,0,0,0,0,-0.21047215275526934
8122639500,ACTV,5300800,4104100,0,0,0,0,0,0,0,0,0,0,0,-0.14679135781126068
8122949700,PREpb,0,0,629300,2278200,0,0,8,7,30,0.0,0.34375,0,10.642857142857142,-0.21946599565125405
8123565900,PREpb,0,0,53200,1786300,0,0,4,12,44,0.0,0.4375,0,7.333333333333333,-0.21946599565125405
8123938100,PREpb,0,0,620500,2269300,0,0,5,11,12,0.0,0.421875,0,7.933333333333334,-0.21946599565125405
8124150600,PREpb,0,0,620200,1511100,0,0,3,4,18,0.0,0.171875,0,6.166666666666667,-0.21946599565125405
8124199400,PREpb,0,0,70800,1582000,0,0,4,8,6,0.0,0.3125,0,9.090909090909092,-0.21946599565125405
8124226000,ACTV,1608600,26600,0,0,0,0,0,0,0,0,0,0,0,-0.1974118863791794
8124474200,PREpb,0,0,128600,248200,0,1,0,1,16,0.03125,0.03125,0,0,-0.21946599565125405
8124500900,ACTV,274900,26700,0,0,0,0,0,0,0,0,0,0,0,-0.2156970819132873
8124576200,PREpb,0,0,53200,75300,0,0,1,0,14,0.0,0.015625,0,0,-0.21946599565125405
8124602800,ACTV,101900,26600,0,0,0,0,0,0,0,0,0,0,0,-0.21806893377457595
8124802400,ACTV,5309800,3980300,0,0,0,0,0,0,0,0,0,0,0,-0.1466679666739682
8124917600,PREpb,0,0,57600,3138000,0,0,6,7,34,0.0,0.4375,0,9.678571428571429,-0.21946599565125405
8124944200,ACTV,3164600,26600,0,0,0,0,0,0,0,0,0,0,0,-0.1760789297539474
8125405300,PREpb,0,0,297100,802500,0,0,3,3,30,0.0,0.140625,0,9.4,-0.21946599565125405
8125431800,ACTV,829000,26500,0,0,0,0,0,0,0,0,0,0,0,-0.2081003008939807
8125782000,PREpb,0,0,57600,979600,0,0,4,4,34,0.0,0.1875,0,7.142857142857143,-0.21946599565125405
8125808700,ACTV,4139900,1870600,0,0,0,0,0,0,0,0,0,0,0,-0.1627074435093531
8125826400,ACTV,0,44400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8126234200,ACTV,3594700,2083600,0,0,0,0,0,0,0,0,0,0,0,-0.17018220440400378
8126243000,PREpb,0,0,53100,416600,0,0,2,1,40,0.0,0.0625,0,1.5,-0.21946599565125405
8126269600,ACTV,443200,26600,0,0,0,0,0,0,0,0,0,0,0,-0.21338966764591805
8126362900,PREpb,0,0,620700,12796900,0,0,7,8,14,0.0,0.390625,0,12.115384615384615,-0.21946599565125405
8126580100,PREpb,0,0,53200,1148300,0,0,5,5,20,0.0,0.234375,0,9.444444444444445,-0.21946599565125405
8126606600,ACTV,1174800,26500,0,0,0,0,0,0,0,0,0,0,0,-0.2033593391966766
8126744100,ACTV,6072600,3794400,0,0,0,0,0,0,0,0,0,0,0,-0.13620988228211284
8127018900,PREpb,0,0,75300,412300,0,1,0,2,34,0.03125,0.0625,0,1.0,-0.21946599565125405
8127045500,ACTV,438900,26600,0,0,0,0,0,0,0,0,0,0,0,-0.21344862118929112
8127191700,ACTV,106815200,5292300,0,0,0,0,0,0,0,0,0,0,0,1.2449838941401852
8127417800,PREpb,0,0,57600,372300,0,0,3,3,36,0.0,0.140625,0,9.4,-0.21946599565125405
8127435500,PREpb,0,0,633800,2491300,0,0,7,8,6,0.0,0.359375,0,9.928571428571429,-0.21946599565125405
8127444300,ACTV,398800,26500,0,0,0,0,0,0,0,0,0,0,0,-0.21399839725656092
8127457700,PREpb,0,0,620500,1188100,0,0,2,2,8,0.0,0.09375,0,9.333333333333334,-0.21946599565125405
8127626100,ACTV,1356500,168400,0,0,0,0,0,0,0,0,0,0,0,-0.2008682092360052
8128809400,PREpb,0,0,57600,1183300,0,0,1,7,94,0.0,0.234375,0,3.857142857142857,-0.21946599565125405
8128835900,ACTV,1209800,26500,0,0,0,0,0,0,0,0,0,0,0,-0.20287948477387252
8128858200,PREpb,0,0,53300,1413900,0,0,7,8,10,0.0,0.359375,0,9.214285714285714,-0.21946599565125405
8128889200,ACTV,1444900,31000,0,0,0,0,0,0,0,0,0,0,0,-0.1996562340652658
8129044400,PREpb,0,0,629400,3235700,0,0,5,10,16,0.0,0.390625,0,8.5,-0.21946599565125405
8129168600,ACTV,4224400,1733100,0,0,0,0,0,0,0,0,0,0,0,-0.16154893783144042
8129173000,PREpb,0,0,44300,283800,0,1,0,2,10,0.03125,0.0625,0,1.0,-0.21946599565125405
8129199600,ACTV,310400,26600,0,0,0,0,0,0,0,0,0,0,0,-0.21521037242730032
8129408000,PREpb,0,0,638500,2216300,0,0,2,5,22,0.0,0.1875,0,8.166666666666666,-0.21946599565125405
8129625200,PREpb,0,0,638400,3391000,0,0,7,9,18,0.0,0.390625,0,10.0,-0.21946599565125405
8129682900,ACTV,16116900,3320000,0,0,0,0,0,0,0,0,0,0,0,0.0014987399741966828
8129909000,PREpb,0,0,647400,3164900,0,0,5,10,28,0.0,0.390625,0,7.928571428571429,-0.21946599565125405
8130139500,PREpb,0,0,128600,456600,0,0,2,2,20,0.0,0.09375,0,9.333333333333334,-0.21946599565125405
8130166100,ACTV,483200,26600,0,0,0,0,0,0,0,0,0,0,0,-0.21284126259128483
8140960500,PREpb,0,0,687200,11791900,1,1,5,8,44,0.046875,0.3125,4.0,8.833333333333334,-0.21946599565125405
8192651000,ACTV,65906900,62742000,0,0,0,0,0,0,0,0,0,0,0,0.6841259317288885
8193648500,PREpb,0,0,669400,997500,0,1,0,1,10,0.03125,0.03125,0,0,-0.21946599565125405
8216443500,ACTV,87274900,75483000,0,0,0,0,0,0,0,0,0,0,0,0.9770839119139508
8227232400,ACTV,100998200,97607200,0,0,0,0,0,0,0,0,0,0,0,1.1652320890701502
8227250200,ACTV,34599200,33601700,0,0,0,0,0,0,0,0,0,0,0,0.2548934085053825
8227436200,PREpb,0,0,35300,203800,0,2,0,0,28,0.0625,0.0,3.0,0,-0.21946599565125405
8227462900,ACTV,230500,26700,0,0,0,0,0,0,0,0,0,0,0,-0.21630581152393016
8227999500,PREpb,0,0,634000,749300,0,2,0,0,8,0.0625,0.0,1.0,0,-0.21946599565125405
8228154600,PREpb,0,0,669500,691700,0,1,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
8230371200,PREpb,0,0,2886100,2908300,0,0,0,0,6,0.03125,0.0,0,0,-0.21946599565125405
8231217400,PREpb,0,0,102447900,104025700,0,0,0,0,4,0.0,0.1875,0,8.166666666666666,-0.21946599565125405
8231807300,PREpb,0,0,3218300,101641200,0,1,1,3,4,0.03125,0.109375,0,1.3333333333333333,-0.21946599565125405
8232467900,ACTV,102301800,660600,0,0,0,0,0,0,0,0,0,0,0,1.1831046098006466
8233110300,PREpb,0,0,4521300,642400,0,0,0,0,6,0.0,0.0,0,0,-0.21946599565125405
8234010400,PREpb,0,0,6525300,6547500,0,0,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
8234595400,ACTV,0,585000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8234856900,ACTV,0,1746600,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8235499500,PREpb,0,0,620500,642600,0,1,0,0,12,0.03125,0.0,0,0,-0.21946599565125405
8236771800,PREpb,0,0,620600,1914900,0,1,0,0,6,0.0625,0.0,1.0,0,-0.21946599565125405
8236842900,ACTV,20399400,95882400,0,0,0,0,0,0,0,0,0,0,0,0.06021235613586504
8237095400,ACTV,0,3085000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8237343700,ACTV,0,571900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8237468000,PREpb,0,0,603000,625100,0,1,0,1,16,0.03125,0.0,0,0,-0.21946599565125405
8237738300,PREpb,0,0,620700,642900,0,2,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
8238101800,ACTV,0,633800,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8238624700,ACTV,0,1852900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8238726500,PREpb,0,0,602600,624700,0,1,0,0,12,0.03125,0.0,0,0,-0.21946599565125405
8239267200,PREpb,0,0,620400,642500,0,2,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
8239462400,ACTV,0,735900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8239555400,ACTV,0,1817100,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8239808200,ACTV,0,541000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8240579600,ACTV,0,1853100,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8241723500,ACTV,0,2997000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8242242300,PREpb,0,0,111694900,113042700,0,0,6,8,30,0.0,0.34375,0,9.692307692307692,-0.21946599565125405
8242295500,ACTV,0,3028300,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8242348800,PREpb,0,0,603100,625300,0,2,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
8243855400,PREpb,0,0,4277900,4300000,0,1,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
8244108100,PREpb,0,0,1790300,1812600,0,2,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
8244227800,ACTV,0,1879000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8244520200,ACTV,118711500,115475800,0,0,0,0,0,0,0,0,0,0,0,1.4080836704260125
8244670900,ACTV,117479200,13453500,0,0,0,0,0,0,0,0,0,0,0,1.3911886817053996
8244883700,PREpb,0,0,633800,655900,0,1,0,0,16,0.03125,0.0,0,0,-0.21946599565125405
8246595200,PREpb,0,0,1902200,1924300,0,1,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
8247198600,ACTV,0,603400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8247841600,PREpb,0,0,620800,643000,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
8248453500,ACTV,0,611900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8249096500,PREpb,0,0,620800,643000,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
8249668400,ACTV,0,571900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8250324500,PREpb,0,0,633900,656100,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
8251326200,PREpb,0,0,120778800,122126600,0,0,0,0,4,0.0,0.34375,0,9.692307692307692,-0.21946599565125405
8251822700,ACTV,122623100,496500,0,0,0,0,0,0,0,0,0,0,0,1.4617122007185943
8252155000,ACTV,0,1830500,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8252403300,ACTV,8175500,7519600,0,0,0,0,0,0,0,0,0,0,0,-0.10737885754740824
8252447500,PREpb,0,0,602800,624800,0,1,0,0,16,0.03125,0.0,0,0,-0.21946599565125405
8252797600,PREpb,0,0,620400,642600,0,1,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
8253160700,ACTV,0,713200,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8255585200,ACTV,0,3137700,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8256596000,ACTV,29345800,28596500,0,0,0,0,0,0,0,0,0,0,0,0.18286863065512943
8257238400,PREpb,0,0,620300,642400,1,0,0,0,30,0.015625,0.0,0,0,-0.21946599565125405
8257903200,ACTV,5748200,5105600,0,0,0,0,0,0,0,0,0,0,0,-0.1406574472751882
8258559200,PREpb,0,0,633800,656000,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
8259042400,ACTV,1139200,483200,0,0,0,0,0,0,0,0,0,0,0,-0.20384741969530015
8259077800,ACTV,14557600,130033400,0,0,0,0,0,0,0,0,0,0,0,-0.01987946006804254
8259153000,ACTV,130317100,130343600,0,0,0,0,0,0,0,0,0,0,0,1.5671979129772928
8259804200,PREpb,0,0,633400,761800,0,4,0,0,22,0.125,0.0,1.0,0,-0.21946599565125405
8259817500,PREpb,0,0,611300,664500,0,1,5,11,4,0.03125,0.0,0,0,-0.21946599565125405
8259937200,PREpb,0,0,668900,859400,0,1,0,1,4,0.0,0.03125,0,0,-0.21946599565125405
8260092300,ACTV,3496300,2853900,0,0,0,0,0,0,0,0,0,0,0,-0.1715312808384015
8260438400,ACTV,1396000,634200,0,0,0,0,0,0,0,0,0,0,0,-0.20032665924455492
8261151800,PREpb,0,0,669200,713400,0,0,0,1,20,0.0,0.03125,0,0,-0.21946599565125405
8261462000,PREpb,0,0,877500,1369700,0,5,0,0,4,0.15625,0.0,2.25,0,-0.21946599565125405
8261497500,ACTV,0,35500,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8261927400,ACTV,2774400,2109900,0,0,0,0,0,0,0,0,0,0,0,-0.1814286210618944
8262831300,ACTV,20535800,18723200,0,0,0,0,0,0,0,0,0,0,0,0.06208241737216429
8262835700,PREpb,0,0,850600,908300,0,2,0,0,24,0.0625,0.0,1.0,0,-0.21946599565125405
8262959800,PREpb,0,0,602600,2521400,0,4,0,0,6,0.125,0.03125,1.0,0,-0.21946599565125405
8263186000,ACTV,2747600,226200,0,0,0,0,0,0,0,0,0,0,0,-0.18179605244849864
8263487500,PREpb,0,0,634100,656200,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
8263842000,PREpb,0,0,633800,656000,0,1,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
8265815100,ACTV,0,2979400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8266054600,PREpb,0,0,620800,4557100,0,3,0,0,14,0.09375,0.0,4.5,0,-0.21946599565125405
8266821800,ACTV,7744000,6884600,0,0,0,0,0,0,0,0,0,0,0,-0.11329477707426402
8267446800,PREpb,0,0,602800,625000,0,1,0,0,18,0.03125,0.0,0,0,-0.21946599565125405
8267992000,PREpb,0,0,735700,2176900,0,7,0,0,4,0.21875,0.0,1.8333333333333333,0,-0.21946599565125405
8268288900,ACTV,0,842100,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8268944800,PREpb,0,0,633700,655900,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
8268953600,ACTV,29398200,25098200,0,0,0,0,0,0,0,0,0,0,0,0.18358704127669895
8269614300,PREpb,0,0,638500,660700,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
8270164300,ACTV,6978300,6322300,0,0,0,0,0,0,0,0,0,0,0,-0.1237926208325803
8270678400,ACTV,2389500,1733600,0,0,0,0,0,0,0,0,0,0,0,-0.18670564870010248
8270789300,PREpb,0,0,602800,625000,0,1,0,0,18,0.03125,0.0,0,0,-0.21946599565125405
8270815800,PREpb,0,0,115200,137400,0,1,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
8272588900,ACTV,0,1799600,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8273701300,ACTV,10870000,10213800,0,0,0,0,0,0,0,0,0,0,0,-0.07043692205467844
8274366400,PREpb,0,0,8932600,12868900,0,0,0,0,26,0.09375,0.0,4.5,0,-0.21946599565125405
8274721000,PREpb,0,0,634000,1019700,0,3,0,0,4,0.0625,0.0,5.0,0,-0.21946599565125405
8275470100,ACTV,23066800,30586400,0,0,0,0,0,0,0,0,0,0,0,0.09678274720408084
8275727400,PREpb,0,0,1640400,2026100,0,0,0,0,6,0.0625,0.0,5.0,0,-0.21946599565125405
8276108800,ACTV,0,381400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8276113300,PREpb,0,0,23687900,643200,0,1,0,0,6,0.0,0.0,0,0,-0.21946599565125405
8276658200,ACTV,4069300,5868900,0,0,0,0,0,0,0,0,0,0,0,-0.16367537843078073
8277536200,ACTV,0,1808800,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8277593700,PREpb,0,0,913300,935500,1,3,0,0,16,0.015625,0.0,0,0,-0.21946599565125405
8278555400,ACTV,0,2828000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8279198200,PREpb,0,0,620600,642800,0,4,0,0,10,0.03125,0.0,0,0,-0.21946599565125405
8279215900,ACTV,17718400,4849500,0,0,0,0,0,0,0,0,0,0,0,0.023455507349073944
8279322200,ACTV,0,124000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8279907600,PREpb,0,0,634100,691700,0,2,0,0,14,0.0625,0.0,1.0,0,-0.21946599565125405
8279947400,PREpb,0,0,603000,625200,0,1,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
8281959700,ACTV,0,2012300,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8282801900,ACTV,16986800,14809900,0,0,0,0,0,0,0,0,0,0,0,0.01342517889983248
8283050200,PREpb,0,0,12349600,12371800,0,0,0,0,12,0.03125,0.0,0,0,-0.21946599565125405
8283413700,PREpb,0,0,1396400,1454000,0,2,0,0,4,0.0625,0.0,1.0,0,-0.21946599565125405
8283710700,ACTV,0,297000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8285909700,PREpb,0,0,381000,3107800,0,7,0,0,22,0.21875,0.0,1.6666666666666667,0,-0.21946599565125405
8286937300,PREpb,0,0,1408600,4135400,0,0,0,0,6,0.21875,0.0,1.6666666666666667,0,-0.21946599565125405
8289353500,ACTV,6551600,2416200,0,0,0,0,0,0,0,0,0,0,0,-0.1296427317528801
8290172900,PREpb,0,0,633300,819400,0,3,0,0,12,0.09375,0.0,1.5,0,-0.21946599565125405
8294269000,ACTV,23590600,11218800,0,0,0,0,0,0,0,0,0,0,0,0.10396411139450276
8294960200,PREpb,0,0,633500,691200,0,2,0,0,10,0.0625,0.0,1.0,0,-0.21946599565125405
8296290400,ACTV,0,1330200,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8296946800,PREpb,0,0,634200,656400,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
8297979600,PREpb,0,0,634000,1689200,0,1,0,0,6,0.0625,0.0,1.0,0,-0.21946599565125405
8298236500,ACTV,22766400,22123200,0,0,0,0,0,0,0,0,0,0,0,0.09266422524378541
8299087400,ACTV,0,1107800,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8299955800,ACTV,0,1976200,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8300611800,PREpb,0,0,633800,656000,0,3,0,0,18,0.03125,0.0,0,0,-0.21946599565125405
8302487100,PREpb,0,0,2509100,2531300,0,0,0,0,12,0.03125,0.0,0,0,-0.21946599565125405
8302602500,ACTV,0,115400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8302943900,ACTV,4707400,26830600,0,0,0,0,0,0,0,0,0,0,0,-0.15492694679674437
8303671000,PREpb,0,0,633900,727100,0,3,0,1,14,0.09375,0.0,1.5,0,-0.21946599565125405
8303724100,ACTV,0,1237000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8304379800,PREpb,0,0,633500,655700,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
8305443800,PREpb,0,0,1697500,1719700,0,0,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
8305492500,ACTV,16139000,15319600,0,0,0,0,0,0,0,0,0,0,0,0.0018017337668815327
8305612100,ACTV,50026900,53164600,0,0,0,0,0,0,0,0,0,0,0,0.46640912503950294
8305700800,ACTV,0,257000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8306219300,PREpb,0,0,385400,607200,0,4,0,0,16,0.0625,0.0,1.0,0,-0.21946599565125405
8306245900,ACTV,633800,26600,0,0,0,0,0,0,0,0,0,0,0,-0.2107765175605908
8306937300,PREpb,0,0,669300,691400,0,0,0,1,8,0.0,0.03125,0,0,-0.21946599565125405
8307203300,PREpb,0,0,3457000,1502500,0,0,0,0,4,0.0,0.0,0,0,-0.21946599565125405
8307487000,ACTV,0,283700,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8308143000,PREpb,0,0,633900,656000,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
8309029400,ACTV,0,886400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8309685200,PREpb,0,0,633700,655800,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
8310221600,ACTV,0,536400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8311263800,PREpb,0,0,5749200,5771300,0,1,0,0,10,0.03125,0.0,0,0,-0.21946599565125405
8311290400,ACTV,5797900,26600,0,0,0,0,0,0,0,0,0,0,0,-0.13997605399480642
8312092500,PREpb,0,0,633600,802100,0,3,0,0,16,0.09375,0.0,1.0,0,-0.21946599565125405
8312282900,PREpb,0,0,633400,2061300,0,4,0,0,4,0.125,0.0,2.3333333333333335,0,-0.21946599565125405
8314942300,ACTV,4720700,2659400,0,0,0,0,0,0,0,0,0,0,0,-0.15474460211607885
8315585000,PREpb,0,0,620500,642700,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
8317118800,PREpb,0,0,2154300,2176500,0,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
8318865600,ACTV,0,1746800,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8323590900,ACTV,44375000,43683300,0,0,0,0,0,0,0,0,0,0,0,0.38892086183246655
8325150400,ACTV,0,45242800,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8325806100,PREpb,0,0,633500,655700,0,2,0,0,22,0.03125,0.0,0,0,-0.21946599565125405
8326023400,ACTV,0,8904600,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8326457800,ACTV,0,651700,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8327318100,ACTV,0,1512000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8327916700,PREpb,0,0,638500,1893300,3,0,1,0,18,0.015625,0.015625,0,0,-0.21946599565125405
8327943400,PREpb,0,0,603100,625300,0,2,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
8329419300,PREpb,0,0,651400,3395900,0,0,1,0,6,0.015625,0.03125,0,44.0,-0.21946599565125405
8330288200,PREpb,0,0,2947900,2970100,0,0,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
8333351100,ACTV,0,3931800,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8335461100,ACTV,0,6041800,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8336414600,PREpb,0,0,616400,953500,3,0,1,0,20,0.03125,0.015625,1.0,0,-0.21946599565125405
8338697300,ACTV,27406900,26604800,0,0,0,0,0,0,0,0,0,0,0,0.15628606664442102
8339849500,ACTV,0,27757000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8340989000,ACTV,0,28896500,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8341645100,PREpb,0,0,633900,656100,0,3,0,0,16,0.03125,0.0,0,0,-0.21946599565125405
8342012700,ACTV,0,367600,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8342668500,PREpb,0,0,633700,655800,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
8342907800,ACTV,59197100,59494100,0,0,0,0,0,0,0,0,0,0,0,0.5921337258394401
8344056100,ACTV,0,1387600,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8344712200,PREpb,0,0,633900,656100,0,1,0,0,12,0.03125,0.0,0,0,-0.21946599565125405
8344947300,ACTV,0,235100,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8345630100,ACTV,0,917900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8346437200,ACTV,0,1725000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
8348068200,PREpb,0,0,181700,71410000,1,0,0,0,28,0.03125,0.0,25.0,0,-0.21946599565125405
8348245600,ACTV,71587400,177400,0,0,0,0,0,0,0,0,0,0,0,0.7620063045499876
8348431800,PREpb,0,0,1972400,1994600,0,2,0,0,12,0.03125,0.0,0,0,-0.21946599565125405
8348622700,PREpb,0,0,603300,5714900,0,4,0,1,6,0.09375,0.03125,1.0,0,-0.21946599565125405
8350772300,ACTV,44526400,43835000,0,0,0,0,0,0,0,0,0,0,0,0.3909965749642533
8350790000,ACTV,4352800,2358200,0,0,0,0,0,0,0,0,0,0,0,-0.1597885576060678
8350931700,ACTV,8023900,2309000,0,0,0,0,0,0,0,0,0,0,0,-0.10945731270446812
8351472200,PREpb,0,0,602500,682200,0,1,0,0,20,0.03125,0.0,0,0,-0.21946599565125405
8351587400,PREpb,0,0,633500,655700,0,1,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
8352008200,PREpb,0,0,633500,1235900,0,1,0,2,4,0.03125,0.0625,0,3.0,-0.21946599565125405
8352797400,ACTV,1865700,1210000,0,0,0,0,0,0,0,0,0,0,0,-0.1938870128905244
8352881700,ACTV,49937800,49210700,0,0,0,0,0,0,0,0,0,0,0,0.4651875527803075
8353036900,ACTV,17575800,16622300,0,0,0,0,0,0,0,0,0,0,0,0.02150044332930654
8353183000,ACTV,25864900,22894800,0,0,0,0,0,0,0,0,0,0,0,0.13514505178831068
8353320400,PREpb,0,0,75300,137400,0,0,0,1,44,0.0,0.03125,0,0,-0.21946599565125405
8353347000,ACTV,164000,26600,0,0,0,0,0,0,0,0,0,0,0,-0.21721753492725787
